public_key,27,28,29,30,31,32
GDM6TVI7AYKFAQYNUHHDIBCS6MD3DRQWNFL2CFPPWFUZMHCYEWC245CC,0.45170668140574377,0.5499991823454882,0.422300626864233,0.29916572916024664,0.30675398859459846,0.2054073130234018
GALTOD47ECUD7DQPR6XYWF5CKK5DOAT4CACZLLHN6R4FMFIELNX4F5JC,0.5715595047444305,0.6921990585568489,0.8052992065971796,0.6189530715652402,0.37583929201662414,0.3332625614282021
GDO33PF5IQNPOGAI7DZSJYREMJWGGMYV676B2LMXQP2SOKJRHXO5KCD7,0.0,0.0,0.0,0.0,0.0,0.0
GAC6LCPIAR7NSAZ2CSS2OZE6FWDP3DGQVTPXPSCCP6R4EIAUYJ257HJI,0.2711278613622551,0.31930558997522457,0.3850483954884768,0.33376321138380427,0.26575663917118664,0.004699045047343913
GC6IBCZQSWOMC7E5TJGZTBZMM7QTH5LBNWQZ7WHIXZFVDOFFS35VZBJM,0.08591044929231292,0.098403009439965,0.11864454531572755,0.09803037489498365,0.07084365052767398,0.023608327950517555
GDNF5OXGICFGRXIUVQULGBFVEAXPWCWALHKA3EZKAC3PBDTRAYZS76ES,0.0,0.0,0.0,0.0,0.0,0.0
GB2F4PQUL4YL4GQP77DBBGURUTSD5Z6QTRIJ4IG2BOMN75JIF5UEYKC6,0.14242104689045623,0.16960687123290827,0.1967720492564069,0.1356154639117089,0.09563683249486477,0.07565647829876435
GC7V6EQA6JLRC3ADIINO2V6SFSTYOTDO4O6JK75RXNRVOPU6OLQ7WJWW,0.17843457542644145,0.21014128571019056,0.25340791839839927,0.20426033268292243,0.2507891345001127,0.0
GBENVZINN3I3ERO4ZFGAJSJKZS72RCCGUFO3JTBBVYBTYCUFE3HRNFLJ,0.19233548891317837,0.2846004258603551,0.34287550529979866,0.5828354900613807,1.0,0.48274662230522813
GATQ65UGS7OSW5NDUN7WIKGPDIKWWOWFNRVEQC7B3IB6VVICFRIOGRDP,0.0,0.0,0.0,0.0,0.01814809941367703,0.023608327950517555
GBSBECWGXNXSUAPID24NJ5UHYODGALLQLYNWIFT6WUW6SCK27IBJBGM6,0.5872726255522397,0.7676201425545687,0.4882313290771728,0.3766454452836638,0.4759355811040125,0.5100404476721319
GD3I2HGQ2OZ5ZSYKSTNTHREUW24STJV5QW3LYCWIP7JXPZU7CA6WMJSH,0.30742783859907635,0.4237456971521281,0.29141234790593096,0.2977843061407907,0.3666147883713818,0.8633213513850702
GCHN4DUDVOBSR64YCLCAIMXO7QPKDKF4NJPE3SKKMSLMOTHL2MIKQC5L,0.7831499640707719,0.921900047631766,0.9066746823313504,0.7425226238101845,0.6259178533502353,0.2333752390822847
GBT5GQKVYPUBVIKRTJ4TNLKNAIGQG6T2D2G4ZTU3IAAUIO55YBQFGMUU,0.3754886650249283,0.45774091807431544,0.5236655703457933,0.3103377907820302,0.19926958761721036,0.28001912803501766
GCILP4HWE2QGEO4KUMOZ6S6J3A46W47EVCGZW2YPYCPH5CQF6EACNBCN,0.0,0.0,0.0,0.0,0.0,0.11750572020369363
GDLSDLZEZDFDZX4W25LC44E7ST52RWWUKYRVEYSMZQ4QVX7MTXEVUKK6,0.2527741801315942,0.3667047587753334,0.4210764685664519,0.26717255862584127,0.41639862197840266,0.32178037132185017
GAIQAXDNABV3GZUP4DLYJG5IMOCG236HIBNOPZF7IZXP6CL7POSKJFES,0.0,0.0,0.0,0.0,0.0,0.0
GC3TIBXA443MS4HQQEOG2LJOED6H7NV4HQCTCVYBHBL2IVUNDHDWVK24,0.17964595683165616,0.21593503249771204,0.2520929374175246,0.19217477702256017,0.2126695777686687,0.15978057680878183
GB5O435LGZVZCP56A4WEWKYLYKO2WKF6KUDF7QZNIMXSCKRZ6UF3NXQN,0.07542201462573923,0.09155695556885486,0.11011790553508403,0.08906209240689103,0.07748873308118773,0.052048150348246794
GAWBPASADTCCKLFCTRT2RYGLMMOK3RONFUZRPKOFQYMZSOZKLN7QKBJQ,0.0,0.0,0.0,0.0,0.27712774808215396,0.3299524220795067
GCKASNZX6D3QOSQUEUOX6BAJOU6UXT2U5ONEYMZ4TOJFOOWCM6ES6A36,0.35502494213519503,0.4795402876802364,0.3578907468752273,0.3754783408244659,0.33972800226593003,0.44667351131259164
GAPVIPWQ4FRPTUAADHYITVZAARJ6UDMDCVYZQMWNL5CQ5NPWZETVURIT,0.03692111431134015,0.04557922078605285,0.04749795806187323,0.0,0.01814809941367703,0.023608327950517555
GCZH4PHHWFNZGZH76UUOZE6X75HTPBOSXSRZXCGUSDGFM2XQE3JC2E5U,0.0,0.0,0.0,0.0,0.0,0.0
GDYX5YWHXOTOMZDAFPCGMBQAM25XVIYZN3TVFMGONQLV3AJGVXQNW5SI,0.0,0.0,0.0,0.0,0.0,0.0
GA3GWDNI6KYNXPJQVAXMKW6O47ADEQ25KWAEWZKA5JCXQ5APL6VKZR2N,0.1681756602760155,0.25502160272167296,0.2997541203083546,0.2872571016889929,0.3723028259816669,0.28676851503270495
GBQV6XVYD2JNNROJSW5HPTNX6XU2Y4RJLJARWAS5UAF6AW7RROZE4GTE,0.0,0.0,0.0,0.0,0.0,0.0
GCDSC6NO2IT6LXFHOWYVJF5FPF7C5L5C6AK7GVVTWLHA6TQGHPYI2EPQ,0.1312545459646753,0.15748927013081931,0.18960626519136192,0.26061949957590547,0.3047813606100155,0.300642065570359
GBH5Y77GMEOCYQOXGAMJY4C65RAMBXKZBDHA5XBNLJQUC3Z2HGQP5OC5,0.0730479212918179,0.0885072697333214,0.09898764286688012,0.04407143698468185,0.01814809941367703,0.17705712581443508
GBHTKAQ75I5AR3R2QSYR7SB4C3Y3CO7XRKW37P7ACGCCJVXVKV4P3ZVT,0.19496809885428928,0.22884536899831964,0.2682183684444747,0.2419999449644687,0.18705713821822284,0.1665770858256353
GAJAKX2AKQYBIYEV2EXFNWPD3QLN6GLUZHLELNL5EQLRZ242I5S3TIFN,0.19906160656082236,0.24476288084137135,0.287663876103963,0.21879376385500318,0.12178085453602262,0.10894596550162663
GAFGMW5PLGEALM3FBDPWCYW7OJFKZKKPF54L6W7JK7XV5UZ7BY72ELUM,0.0,0.0,0.0,0.0,0.0,0.0
